Pathway	GO-term
PWY-3781	GO:0021854
PWY-3781	GO:0021794
PWY-3781	GO:0021766
PWY-3781	GO:0021680
PWY-3781	GO:0021548
PWY-3781	GO:0021539
PWY-3781	GO:0003735
PWY-3781	GO:0005761
PWY-3781	GO:0042773
PWY-3781	GO:0032543
PWY-3781	GO:0005524
PWY-3781	GO:0005737
PWY-3781	GO:2001243
PWY-3781	GO:0097191
PWY-3781	GO:0097190
PWY-3781	GO:0072593
PWY-3781	GO:0071300
PWY-3781	GO:0045892
PWY-3781	GO:0045732
PWY-3781	GO:0045039
PWY-3781	GO:0043280
PWY-3781	GO:0035458
PWY-3781	GO:0030308
PWY-3781	GO:0010952
PWY-3781	GO:0006915
PWY-3781	GO:0043209
PWY-3781	GO:0005759
PWY-3781	GO:0019901
PWY-3781	GO:0035255
PWY-3781	GO:0014069
PWY-3781	GO:0048749
PWY-3781	GO:0006979
PWY-3781	GO:0009055
PWY-3781	GO:0097250
PWY-3781	GO:0002082
PWY-3781	GO:0072359
PWY-3781	GO:0070584
PWY-3781	GO:0061458
PWY-3781	GO:0035264
PWY-3781	GO:0022904
PWY-3781	GO:0010259
PWY-3781	GO:0006936
PWY-3781	GO:0006631
PWY-3781	GO:0015453
PWY-3781	GO:0015002
PWY-3781	GO:0045277
PWY-3781	GO:0055085
PWY-3781	GO:0019646
PWY-3781	GO:0008535
PWY-3781	GO:0007399
PWY-3781	GO:0007601
PWY-3781	GO:0043005
PWY-3781	GO:0042542
PWY-3781	GO:0010243
PWY-3781	GO:0001666
PWY-3781	GO:0030964
PWY-3781	GO:0071385
PWY-3781	GO:0009725
PWY-3781	GO:0009642
PWY-3781	GO:0005886
PWY-3781	GO:0042220
PWY-3781	GO:0035094
PWY-3781	GO:0032991
PWY-3781	GO:0045271
PWY-3781	GO:0051591
PWY-3781	GO:0048146
PWY-3781	GO:0019933
PWY-3781	GO:0007420
PWY-3781	GO:0001932
PWY-3781	GO:0016604
PWY-3781	GO:0016655
PWY-3781	GO:0048038
PWY-3781	GO:0050136
PWY-3781	GO:0003824
PWY-3781	GO:0008152
PWY-3781	GO:0030234
PWY-3781	GO:0005740
PWY-3781	GO:0050790
PWY-3781	GO:0031177
PWY-3781	GO:0005504
PWY-3781	GO:0000036
PWY-3781	GO:0000035
PWY-3781	GO:0009249
PWY-3781	GO:0009245
PWY-3781	GO:0006633
PWY-3781	GO:0006629
PWY-3781	GO:0009749
PWY-3781	GO:1901006
PWY-3781	GO:0007623
PWY-3781	GO:0006814
PWY-3781	GO:0008270
PWY-3781	GO:0004222
PWY-3781	GO:0017087
PWY-3781	GO:0042493
PWY-3781	GO:0006627
PWY-3781	GO:0006508
PWY-3781	GO:0045275
PWY-3781	GO:0031305
PWY-3781	GO:0015990
PWY-3781	GO:0055093
PWY-3781	GO:0051592
PWY-3781	GO:0046689
PWY-3781	GO:0046688
PWY-3781	GO:0046686
PWY-3781	GO:0045471
PWY-3781	GO:0042538
PWY-3781	GO:0033762
PWY-3781	GO:0033590
PWY-3781	GO:0031100
PWY-3781	GO:0014070
PWY-3781	GO:0009636
PWY-3781	GO:0009408
PWY-3781	GO:0031625
PWY-3781	GO:0043279
PWY-3781	GO:0016485
PWY-3781	GO:0014823
PWY-3781	GO:0042776
PWY-3781	GO:0007585
PWY-3781	GO:0005507
PWY-3781	GO:2001171
PWY-3781	GO:0010940
PWY-3781	GO:0010729
PWY-3781	GO:0009409
PWY-3781	GO:0007595
PWY-3781	GO:0016627
PWY-3781	GO:0008177
PWY-3781	GO:0000104
PWY-3781	GO:0045281
PWY-3781	GO:0006099
PWY-3781	GO:0045278
PWY-3781	GO:0006811
PWY-3781	GO:0051602
PWY-3781	GO:0021549
PWY-3781	GO:0007568
PWY-3781	GO:0045155
PWY-3781	GO:0045153
PWY-3781	GO:0048039
PWY-3781	GO:0001701
PWY-3781	GO:0050660
PWY-3781	GO:0051537
PWY-3781	GO:0048738
PWY-3781	GO:0016679
PWY-3781	GO:0046677
PWY-3781	GO:0002020
PWY-3781	GO:0097060
PWY-3781	GO:0043025
PWY-3781	GO:0045272
PWY-3781	GO:0051881
PWY-3781	GO:0046034
PWY-3781	GO:0008637
PWY-3801	GO:0005829
PWY-3801	GO:0009536
PWY-381	GO:0009507
PWY-381	GO:0005739
PWY-381	GO:0051536
PWY-381	GO:0046872
PWY-381	GO:0009055
PWY-381	GO:0051537
PWY-381	GO:0005515
PWY-381	GO:0005829
PWY-381	GO:0022900
PWY-381	GO:0055114
PWY-381	GO:0016226
PWY-3841	GO:0005739
PWY-3861	GO:0005829
PWY-3881	GO:0005829
PWY-3981	GO:0005634
PWY-3982	GO:0009536
PWY-3982	GO:0016787
PWY-3982	GO:0004157
PWY-3982	GO:0009636
PWY-3982	GO:0006139
PWY-3982	GO:0016810
PWY-3982	GO:0003837
PWY-3982	GO:0006807
PWY-3982	GO:0017113
PWY-3982	GO:0005737
PWY-3982	GO:0006212
PWY-3982	GO:0006207
PWY-40	GO:0005829
PWY-40	GO:0016829
PWY-40	GO:0004586
PWY-40	GO:0006520
PWY-40	GO:0006596
PWY-40	GO:0016831
PWY-40	GO:0003824
PWY-40	GO:0046872
PWY-40	GO:0008792
PWY-40	GO:0042597
PWY-40	GO:0030288
PWY-40	GO:0033388
PWY-40	GO:0008295
PWY-40	GO:0009446
PWY-40	GO:0006527
PWY-40	GO:0030145
PWY-40	GO:0016787
PWY-40	GO:0008783
PWY-40	GO:0004053
PWY-40	GO:0005739
PWY-40	GO:0016813
PWY-40	GO:0033389
PWY-401	GO:0009706
PWY-4021	GO:0005737
PWY-4041	GO:0016740
PWY-4041	GO:0016746
PWY-4041	GO:0016021
PWY-4041	GO:0006750
PWY-4041	GO:0006520
PWY-4041	GO:0006749
PWY-4041	GO:0046872
PWY-4041	GO:0043295
PWY-4041	GO:0042803
PWY-4041	GO:0042802
PWY-4041	GO:0042277
PWY-4041	GO:0016874
PWY-4041	GO:0016594
PWY-4041	GO:0005515
PWY-4041	GO:0000287
PWY-4041	GO:0000166
PWY-4041	GO:0005524
PWY-4041	GO:0004363
PWY-4041	GO:0070062
PWY-4041	GO:0005829
PWY-4041	GO:0046686
PWY-4041	GO:0043200
PWY-4041	GO:0034612
PWY-4041	GO:0031667
PWY-4041	GO:0009410
PWY-4041	GO:0007568
PWY-4041	GO:0007399
PWY-4041	GO:0006979
PWY-4041	GO:0046982
PWY-4041	GO:0035226
PWY-4041	GO:0030234
PWY-4041	GO:0004357
PWY-4041	GO:0017109
PWY-4041	GO:2001237
PWY-4041	GO:0097069
PWY-4041	GO:0071372
PWY-4041	GO:0071333
PWY-4041	GO:0051900
PWY-4041	GO:0051409
PWY-4041	GO:0097746
PWY-4041	GO:0044752
PWY-4041	GO:0044344
PWY-4041	GO:0043524
PWY-4041	GO:0042493
PWY-4041	GO:0035733
PWY-4041	GO:0035729
PWY-4041	GO:0035229
PWY-4041	GO:0014823
PWY-4041	GO:0008637
PWY-4041	GO:0007584
PWY-4041	GO:0006536
PWY-4041	GO:0006534
PWY-4041	GO:0043531
PWY-4041	GO:0016595
PWY-4041	GO:2000490
PWY-4041	GO:0071260
PWY-4041	GO:0070555
PWY-4041	GO:0046685
PWY-4041	GO:0045892
PWY-4041	GO:0045454
PWY-4041	GO:0043066
PWY-4041	GO:0032869
PWY-4041	GO:0032436
PWY-4041	GO:0031397
PWY-4041	GO:0019852
PWY-4041	GO:0009725
PWY-4041	GO:0009408
PWY-4061	GO:0003676
PWY-4061	GO:0008483
PWY-4061	GO:0016847
PWY-4061	GO:0009058
PWY-4061	GO:0016740
PWY-4061	GO:0016746
PWY-4061	GO:0016021
PWY-4061	GO:0006750
PWY-4061	GO:0006520
PWY-4061	GO:0006749
PWY-4061	GO:0030868
PWY-4061	GO:0047198
PWY-4061	GO:0005515
PWY-4061	GO:0004468
PWY-4061	GO:0008080
PWY-4061	GO:0070062
PWY-4061	GO:0033116
PWY-4061	GO:0016020
PWY-4061	GO:0005793
PWY-4061	GO:0005789
PWY-4061	GO:0005783
PWY-4061	GO:0050435
PWY-4061	GO:0043066
PWY-4061	GO:0042493
PWY-4061	GO:0018003
PWY-4061	GO:0010628
PWY-4101	GO:0003939
PWY-4101	GO:0046872
PWY-4101	GO:0016491
PWY-4101	GO:0008270
PWY-4101	GO:0005488
PWY-4101	GO:0003824
PWY-4101	GO:0055114
PWY-4101	GO:0008152
PWY-4101	GO:0005829
PWY-4121	GO:0005515
PWY-4121	GO:0016874
PWY-4121	GO:0016787
PWY-4121	GO:0003824
PWY-4121	GO:0046872
PWY-4121	GO:0005524
PWY-4121	GO:0000166
PWY-4121	GO:0008884
PWY-4121	GO:0008885
PWY-4121	GO:0005829
PWY-4121	GO:0008216
PWY-4121	GO:0006749
PWY-4121	GO:0008152
PWY-4161	GO:0005829
PWY-4161	GO:0008171
PWY-4161	GO:0016491
PWY-4202	GO:0000166
PWY-4202	GO:0015035
PWY-4202	GO:0009055
PWY-4202	GO:0005829
PWY-4202	GO:0022900
PWY-4202	GO:0055114
PWY-4202	GO:0045454
PWY-4202	GO:0009263
PWY-4202	GO:0004362
PWY-4202	GO:0043295
PWY-4202	GO:0005737
PWY-4202	GO:0098869
PWY-4202	GO:0034599
PWY-4202	GO:0005515
PWY-4202	GO:0016671
PWY-4202	GO:0016491
PWY-4202	GO:0046872
PWY-4202	GO:0047134
PWY-4202	GO:0008270
PWY-4202	GO:0006662
PWY-4202	GO:0016757
PWY-4202	GO:0004731
PWY-4202	GO:0004645
PWY-4202	GO:0006304
PWY-4202	GO:0006139
PWY-4202	GO:0030337
PWY-4202	GO:0005886
PWY-4202	GO:1900264
PWY-4202	GO:0006259
PWY-4202	GO:0016032
PWY-4202	GO:0097573
PWY-4202	GO:0015038
PWY-4221	GO:0005739
PWY-4261	GO:0004367
PWY-4261	GO:0052591
PWY-4261	GO:0052590
PWY-4261	GO:0016491
PWY-4261	GO:0004368
PWY-4261	GO:0005758
PWY-4261	GO:0031307
PWY-4261	GO:0016020
PWY-4261	GO:0009331
PWY-4261	GO:0005743
PWY-4261	GO:0005739
PWY-4261	GO:0046168
PWY-4261	GO:0055114
PWY-4261	GO:0019563
PWY-4261	GO:0006127
PWY-4261	GO:0006116
PWY-4261	GO:0006072
PWY-4261	GO:0006071
PWY-4261	GO:0005829
PWY-4261	GO:0008270
PWY-4261	GO:0003824
PWY-4261	GO:0016773
PWY-4261	GO:0016740
PWY-4261	GO:0016301
PWY-4261	GO:0000166
PWY-4261	GO:0005515
PWY-4261	GO:0042802
PWY-4261	GO:0046872
PWY-4261	GO:0005524
PWY-4261	GO:0004370
PWY-4261	GO:0008152
PWY-4261	GO:0005975
PWY-4261	GO:0006974
PWY-4261	GO:0016310
PWY-4261	GO:0015267
PWY-4261	GO:0015168
PWY-4261	GO:0015254
PWY-4261	GO:0016021
PWY-4261	GO:0005886
PWY-4261	GO:0006833
PWY-4261	GO:0055085
PWY-4261	GO:0071288
PWY-4261	GO:0015793
PWY-4302	GO:0005739
PWY-4321	GO:0005739
PWY-4341	GO:0051536
PWY-4341	GO:0046872
PWY-4341	GO:0009055
PWY-4341	GO:0051537
PWY-4341	GO:0005515
PWY-4341	GO:0005829
PWY-4341	GO:0022900
PWY-4341	GO:0055114
PWY-4341	GO:0016226
PWY-4361	GO:0016810
PWY-4361	GO:0016787
PWY-4361	GO:0006807
PWY-4361	GO:0030170
PWY-4361	GO:0016740
PWY-4361	GO:0008483
PWY-4361	GO:0003824
PWY-4361	GO:0019509
PWY-4361	GO:0009086
PWY-4361	GO:0009058
PWY-4361	GO:0008652
PWY-4361	GO:0043716
PWY-4361	GO:0016791
PWY-4361	GO:0071267
PWY-4361	GO:0019284
PWY-4361	GO:0016311
PWY-4361	GO:0008152
PWY-4381	GO:0008289
PWY-4381	GO:0005515
PWY-4381	GO:0031177
PWY-4381	GO:0000036
PWY-4381	GO:0000035
PWY-4381	GO:0005737
PWY-4381	GO:0005829
PWY-4381	GO:0008610
PWY-4381	GO:0006631
PWY-4381	GO:0006629
PWY-4381	GO:0042493
PWY-4381	GO:0009245
PWY-4381	GO:0006633
PWY-4381	GO:0016419
PWY-4381	GO:0016746
PWY-4381	GO:0016740
PWY-4381	GO:0004314
PWY-4381	GO:0016743
PWY-4381	GO:0003723
PWY-4381	GO:0046872
PWY-4381	GO:0005524
PWY-4381	GO:0000166
PWY-4381	GO:0003677
PWY-4381	GO:0003729
PWY-4381	GO:0008270
PWY-4381	GO:0003989
PWY-4381	GO:0009317
PWY-4381	GO:0009329
PWY-4381	GO:0006417
PWY-4381	GO:2001295
PWY-4381	GO:0042759
PWY-4381	GO:0017148
PWY-4381	GO:0042802
PWY-4381	GO:0016874
PWY-4381	GO:0008137
PWY-4381	GO:0005509
PWY-4381	GO:0005504
PWY-4381	GO:0016491
PWY-4381	GO:0070469
PWY-4381	GO:0031966
PWY-4381	GO:0005759
PWY-4381	GO:0005747
PWY-4381	GO:0005739
PWY-4381	GO:0005654
PWY-4381	GO:0055114
PWY-4381	GO:0032981
PWY-4381	GO:0009249
PWY-4381	GO:0006120
PWY-4521	GO:0005506
PWY-4521	GO:0046872
PWY-4521	GO:0005509
PWY-4521	GO:0016491
PWY-4521	GO:0016966
PWY-4521	GO:0042279
PWY-4521	GO:0020037
PWY-4521	GO:0042597
PWY-4521	GO:0030288
PWY-4521	GO:0042128
PWY-4521	GO:0006807
PWY-4521	GO:0055114
PWY-4521	GO:0019645
PWY-4521	GO:0009055
PWY-46	GO:0016787
PWY-46	GO:0030145
PWY-46	GO:0004053
PWY-46	GO:0005739
PWY-46	GO:0006809
PWY-46	GO:0000050
PWY-46	GO:0006527
PWY-46	GO:0016831
PWY-46	GO:0016829
PWY-46	GO:0003824
PWY-46	GO:0042803
PWY-46	GO:0030170
PWY-46	GO:0004586
PWY-46	GO:0005737
PWY-46	GO:0005829
PWY-46	GO:0006520
PWY-46	GO:0033387
PWY-46	GO:0008295
PWY-4621	GO:0000166
PWY-4621	GO:0015035
PWY-4621	GO:0009055
PWY-4621	GO:0005829
PWY-4621	GO:0022900
PWY-4621	GO:0055114
PWY-4621	GO:0045454
PWY-4621	GO:0009263
PWY-4621	GO:0004362
PWY-4621	GO:0043295
PWY-4621	GO:0005737
PWY-4621	GO:0098869
PWY-4621	GO:0034599
PWY-4621	GO:0097573
PWY-4621	GO:0015038
PWY-4821	GO:0005829
PWY-4821	GO:0016491
PWY-4921	GO:0005829
PWY-4983	GO:0016829
PWY-4983	GO:0004056
PWY-4983	GO:0005737
PWY-4983	GO:0006527
PWY-4983	GO:0006526
PWY-4983	GO:0000050
PWY-4983	GO:0016874
PWY-4983	GO:0005524
PWY-4983	GO:0004055
PWY-4984	GO:0004585
PWY-4984	GO:0009348
PWY-4984	GO:0005759
PWY-4984	GO:0005739
PWY-4984	GO:0006526
PWY-4984	GO:0000050
PWY-4984	GO:0016787
PWY-4984	GO:0030145
PWY-4984	GO:0004053
PWY-4984	GO:0006809
PWY-4984	GO:0006527
PWY-4984	GO:0016829
PWY-4984	GO:0004056
PWY-4984	GO:0005737
PWY-4984	GO:0016874
PWY-4984	GO:0005524
PWY-4984	GO:0004055
PWY-4984	GO:0016740
PWY-4984	GO:0016597
PWY-4984	GO:0004151
PWY-4984	GO:0004088
PWY-4984	GO:0004070
PWY-4984	GO:0009347
PWY-4984	GO:0006807
PWY-4984	GO:0006520
PWY-4984	GO:0006221
PWY-4984	GO:0006207
PWY-4984	GO:0003824
PWY-5004	GO:0003824
PWY-5004	GO:0003883
PWY-5004	GO:0006220
PWY-5004	GO:0006221
PWY-5004	GO:0004349
PWY-5004	GO:0004350
PWY-5004	GO:0003942
PWY-5004	GO:0019866
PWY-5004	GO:0005739
PWY-5004	GO:0004585
PWY-5004	GO:0009348
PWY-5004	GO:0005759
PWY-5004	GO:0006526
PWY-5004	GO:0000050
PWY-5004	GO:0004587
PWY-5004	GO:0007601
PWY-5004	GO:0006591
PWY-5004	GO:0005743
PWY-5004	GO:0005829
PWY-5004	GO:0009507
PWY-5004	GO:0016787
PWY-5004	GO:0004359
PWY-5004	GO:0006543
PWY-5004	GO:0030145
PWY-5004	GO:0004053
PWY-5004	GO:0006809
PWY-5004	GO:0006527
PWY-5004	GO:0016829
PWY-5004	GO:0004056
PWY-5004	GO:0005737
PWY-5004	GO:0016874
PWY-5004	GO:0006541
PWY-5004	GO:0006139
PWY-5004	GO:0005524
PWY-5004	GO:0004055
PWY-5004	GO:0016740
PWY-5004	GO:0016597
PWY-5004	GO:0004151
PWY-5004	GO:0004088
PWY-5004	GO:0004070
PWY-5004	GO:0009347
PWY-5004	GO:0006807
PWY-5004	GO:0006520
PWY-5004	GO:0006207
PWY-5005	GO:0030170
PWY-5005	GO:0016740
PWY-5005	GO:0008483
PWY-5005	GO:0004015
PWY-5005	GO:0003824
PWY-5005	GO:0005737
PWY-5005	GO:0009102
PWY-5005	GO:0008710
PWY-5005	GO:0009058
PWY-5005	GO:0042803
PWY-5005	GO:0042410
PWY-5005	GO:0016874
PWY-5005	GO:0005524
PWY-5005	GO:0000166
PWY-5022	GO:0051536
PWY-5022	GO:0046872
PWY-5022	GO:0009055
PWY-5022	GO:0051537
PWY-5022	GO:0005515
PWY-5022	GO:0005829
PWY-5022	GO:0022900
PWY-5022	GO:0055114
PWY-5022	GO:0016226
PWY-5027	GO:0009507
PWY-5032	GO:0009507
PWY-5034	GO:0009507
PWY-5037	GO:0005737
PWY-5041	GO:0005737
PWY-5041	GO:0005829
PWY-5044	GO:0005829
PWY-5046	GO:0005759
PWY-5048	GO:0005829
PWY-5052	GO:0009507
PWY-5053	GO:0009507
PWY-5055	GO:0051536
PWY-5055	GO:0046872
PWY-5055	GO:0009055
PWY-5055	GO:0051537
PWY-5055	GO:0005515
PWY-5055	GO:0005829
PWY-5055	GO:0022900
PWY-5055	GO:0055114
PWY-5055	GO:0016226
PWY-5063	GO:0009507
PWY-5063	GO:0031969
PWY-5064	GO:0009507
PWY-5068	GO:0009507
PWY-5068	GO:0051536
PWY-5068	GO:0046872
PWY-5068	GO:0009055
PWY-5068	GO:0051537
PWY-5068	GO:0005515
PWY-5068	GO:0005829
PWY-5068	GO:0022900
PWY-5068	GO:0055114
PWY-5068	GO:0016226
PWY-5071	GO:0005829
PWY-5074	GO:0005829
PWY-5080	GO:0005789
PWY-5080	GO:0016491
PWY-5080	GO:0015248
PWY-5080	GO:0004303
PWY-5080	GO:0032934
PWY-5080	GO:0005777
PWY-5080	GO:0008152
PWY-5080	GO:0006694
PWY-5080	GO:0016627
PWY-5080	GO:0005515
PWY-5080	GO:0030176
PWY-5080	GO:0016021
PWY-5080	GO:0016020
PWY-5080	GO:0005783
PWY-5080	GO:0005737
PWY-5080	GO:0055114
PWY-5080	GO:0042761
PWY-5080	GO:0030497
PWY-5080	GO:0006633
PWY-5080	GO:0006631
PWY-5080	GO:0006629
PWY-5083	GO:0005739
PWY-5084	GO:0000166
PWY-5084	GO:0042802
PWY-5084	GO:0005515
PWY-5084	GO:0016624
PWY-5084	GO:0016491
PWY-5084	GO:0000287
PWY-5084	GO:0030976
PWY-5084	GO:0004591
PWY-5084	GO:0045252
PWY-5084	GO:0005829
PWY-5084	GO:0006099
PWY-5084	GO:0055114
PWY-5084	GO:0016746
PWY-5084	GO:0016740
PWY-5084	GO:0031405
PWY-5084	GO:0004149
PWY-5084	GO:0033512
PWY-5084	GO:0005759
PWY-5084	GO:0016668
PWY-5084	GO:0008270
PWY-5084	GO:0015036
PWY-5084	GO:0050660
PWY-5084	GO:0004148
PWY-5084	GO:0005886
PWY-5084	GO:0016020
PWY-5084	GO:0005737
PWY-5084	GO:0045250
PWY-5084	GO:0005960
PWY-5084	GO:0045248
PWY-5084	GO:0045454
PWY-5084	GO:0006103
PWY-5084	GO:0006090
PWY-5084	GO:0006096
PWY-5084	GO:0006979
PWY-5084	GO:0019464
PWY-5087	GO:0005829
PWY-5097	GO:0009536
PWY-5097	GO:0009570
PWY-5098	GO:0009507
PWY-5098	GO:0051536
PWY-5098	GO:0046872
PWY-5098	GO:0009055
PWY-5098	GO:0051537
PWY-5098	GO:0005515
PWY-5098	GO:0005829
PWY-5098	GO:0022900
PWY-5098	GO:0055114
PWY-5098	GO:0016226
PWY-5104	GO:0051536
PWY-5104	GO:0046872
PWY-5104	GO:0009055
PWY-5104	GO:0051537
PWY-5104	GO:0005515
PWY-5104	GO:0005829
PWY-5104	GO:0022900
PWY-5104	GO:0055114
PWY-5104	GO:0016226
PWY-5107	GO:0031969
PWY-5108	GO:0051536
PWY-5108	GO:0046872
PWY-5108	GO:0009055
PWY-5108	GO:0051537
PWY-5108	GO:0005515
PWY-5108	GO:0005829
PWY-5108	GO:0022900
PWY-5108	GO:0055114
PWY-5108	GO:0016226
PWY-5114	GO:0005829
PWY-5114	GO:0031985
PWY-5115	GO:0005829
PWY-5121	GO:0004659
PWY-5121	GO:0005515
PWY-5121	GO:0016740
PWY-5121	GO:0046872
PWY-5121	GO:0004337
PWY-5121	GO:0004161
PWY-5121	GO:0005737
PWY-5121	GO:0005829
PWY-5121	GO:0008299
PWY-5121	GO:0033384
PWY-5121	GO:0045337
PWY-5121	GO:0016491
PWY-5121	GO:0005506
PWY-5121	GO:0051536
PWY-5121	GO:0051539
PWY-5121	GO:0046429
PWY-5121	GO:0044237
PWY-5121	GO:0016114
PWY-5121	GO:0055114
PWY-5121	GO:0019288
PWY-5121	GO:0016301
PWY-5121	GO:0000166
PWY-5121	GO:0005524
PWY-5121	GO:0050515
PWY-5121	GO:0016310
PWY-5121	GO:0016829
PWY-5121	GO:0030145
PWY-5121	GO:0008270
PWY-5121	GO:0042802
PWY-5121	GO:0008685
PWY-5121	GO:0006744
PWY-5121	GO:0005739
PWY-5121	GO:0009507
PWY-5121	GO:0009536
PWY-5121	GO:0070402
PWY-5121	GO:0030604
PWY-5121	GO:0051484
PWY-5121	GO:0016744
PWY-5121	GO:0000287
PWY-5121	GO:0003824
PWY-5121	GO:0042803
PWY-5121	GO:0030976
PWY-5121	GO:0008661
PWY-5121	GO:0052865
PWY-5121	GO:0008615
PWY-5121	GO:0009228
PWY-5121	GO:0016853
PWY-5121	GO:0016787
PWY-5121	GO:0004452
PWY-5121	GO:0050992
PWY-5121	GO:0006974
PWY-5121	GO:0051745
PWY-5121	GO:0051538
PWY-5121	GO:0042380
PWY-5121	GO:0070567
PWY-5121	GO:0016779
PWY-5121	GO:0050518
PWY-5122	GO:0004659
PWY-5122	GO:0005515
PWY-5122	GO:0016740
PWY-5122	GO:0046872
PWY-5122	GO:0004337
PWY-5122	GO:0004161
PWY-5122	GO:0005737
PWY-5122	GO:0005829
PWY-5122	GO:0008299
PWY-5122	GO:0033384
PWY-5122	GO:0045337
PWY-5122	GO:0009507
PWY-5122	GO:0009536
PWY-5123	GO:0004659
PWY-5123	GO:0005515
PWY-5123	GO:0016740
PWY-5123	GO:0046872
PWY-5123	GO:0004337
PWY-5123	GO:0004161
PWY-5123	GO:0005737
PWY-5123	GO:0005829
PWY-5123	GO:0008299
PWY-5123	GO:0033384
PWY-5123	GO:0045337
PWY-5123	GO:0005777
PWY-5123	GO:0009507
PWY-5123	GO:0009536
PWY-5123	GO:0016853
PWY-5123	GO:0016787
PWY-5123	GO:0000287
PWY-5123	GO:0008270
PWY-5123	GO:0004452
PWY-5123	GO:0050992
PWY-5123	GO:0006974
PWY-5129	GO:0005783
PWY-5130	GO:0005759
PWY-5130	GO:0016853
PWY-5130	GO:0004494
PWY-5130	GO:0005739
PWY-5130	GO:0008152
PWY-5130	GO:0016874
PWY-5130	GO:0004658
PWY-5130	GO:0004075
PWY-5130	GO:0009343
PWY-5130	GO:0009062
PWY-5130	GO:0005524
PWY-5130	GO:0009374
PWY-5130	GO:0006631
PWY-5130	GO:0006768
PWY-5132	GO:0042170
PWY-5133	GO:0042170
PWY-5134	GO:0042170
PWY-5135	GO:0042170
PWY-5136	GO:0005777
PWY-5137	GO:0005777
PWY-5137	GO:0016509
PWY-5137	GO:0005515
PWY-5137	GO:0051287
PWY-5137	GO:0016853
PWY-5137	GO:0016829
PWY-5137	GO:0016491
PWY-5137	GO:0003824
PWY-5137	GO:0008692
PWY-5137	GO:0003857
PWY-5137	GO:0004300
PWY-5137	GO:0005737
PWY-5137	GO:0005829
PWY-5137	GO:0055114
PWY-5137	GO:0016042
PWY-5137	GO:0008152
PWY-5137	GO:0006631
PWY-5137	GO:0006629
PWY-5137	GO:0006635
PWY-5137	GO:0004165
PWY-5137	GO:0036125
PWY-5137	GO:0009062
PWY-5137	GO:0000062
PWY-5138	GO:0005777
PWY-5142	GO:0008289
PWY-5142	GO:0005515
PWY-5142	GO:0031177
PWY-5142	GO:0000036
PWY-5142	GO:0000035
PWY-5142	GO:0005737
PWY-5142	GO:0005829
PWY-5142	GO:0008610
PWY-5142	GO:0006631
PWY-5142	GO:0006629
PWY-5142	GO:0042493
PWY-5142	GO:0009245
PWY-5142	GO:0006633
PWY-5142	GO:0009536
PWY-5142	GO:0008137
PWY-5142	GO:0005509
PWY-5142	GO:0005504
PWY-5142	GO:0016491
PWY-5142	GO:0070469
PWY-5142	GO:0031966
PWY-5142	GO:0005759
PWY-5142	GO:0005747
PWY-5142	GO:0005739
PWY-5142	GO:0005654
PWY-5142	GO:0055114
PWY-5142	GO:0032981
PWY-5142	GO:0009249
PWY-5142	GO:0006120
PWY-5143	GO:0005777
PWY-5143	GO:0009526
PWY-5147	GO:0005777
PWY-5147	GO:0008289
PWY-5147	GO:0005515
PWY-5147	GO:0031177
PWY-5147	GO:0000036
PWY-5147	GO:0000035
PWY-5147	GO:0005737
PWY-5147	GO:0005829
PWY-5147	GO:0008610
PWY-5147	GO:0006631
PWY-5147	GO:0006629
PWY-5147	GO:0042493
PWY-5147	GO:0009245
PWY-5147	GO:0006633
PWY-5147	GO:0009526
PWY-5147	GO:0008137
PWY-5147	GO:0005509
PWY-5147	GO:0005504
PWY-5147	GO:0016491
PWY-5147	GO:0070469
PWY-5147	GO:0031966
PWY-5147	GO:0005759
PWY-5147	GO:0005747
PWY-5147	GO:0005739
PWY-5147	GO:0005654
PWY-5147	GO:0055114
PWY-5147	GO:0032981
PWY-5147	GO:0009249
PWY-5147	GO:0006120
PWY-5147	GO:0051536
PWY-5147	GO:0046872
PWY-5147	GO:0009055
PWY-5147	GO:0051537
PWY-5147	GO:0022900
PWY-5147	GO:0016226
PWY-5148	GO:0016787
PWY-5148	GO:0042802
PWY-5148	GO:0042803
PWY-5148	GO:0047617
PWY-5148	GO:0005829
PWY-5148	GO:0006637
PWY-5148	GO:0009062
PWY-5148	GO:0036042
PWY-5148	GO:0016790
PWY-5148	GO:0000062
PWY-5148	GO:0016290
PWY-5148	GO:0006631
PWY-5148	GO:0044581
PWY-5148	GO:0102545
PWY-5148	GO:0102991
PWY-5148	GO:0016297
PWY-5148	GO:0016296
PWY-5148	GO:0016295
PWY-5148	GO:0004320
PWY-5148	GO:0004064
PWY-5148	GO:0016298
PWY-5148	GO:0004622
PWY-5148	GO:0008233
PWY-5148	GO:0042597
PWY-5148	GO:0030288
PWY-5148	GO:0006629
PWY-5148	GO:0006508
PWY-5155	GO:0016831
PWY-5155	GO:0016829
PWY-5155	GO:0004068
PWY-5155	GO:0005737
PWY-5155	GO:0005829
PWY-5155	GO:0006523
PWY-5155	GO:0015940
PWY-5155	GO:0016540
PWY-5156	GO:0005777
PWY-5156	GO:0009526
PWY-5156	GO:0009536
PWY-5156	GO:0009570
PWY-5159	GO:0047580
PWY-5159	GO:0016853
PWY-5159	GO:0005829
PWY-5162	GO:0003852
PWY-5162	GO:0030145
PWY-5162	GO:0016833
PWY-5162	GO:0016829
PWY-5162	GO:0003824
PWY-5162	GO:0005515
PWY-5162	GO:0046872
