Pathway	GO-term
PWY-7187	GO:0006226
PWY-7187	GO:0009117
PWY-7187	GO:0006235
PWY-7187	GO:0070207
PWY-7187	GO:0009314
PWY-7187	GO:0006229
PWY-7187	GO:0015949
PWY-7187	GO:0016491
PWY-7187	GO:0003824
PWY-7187	GO:0046872
PWY-7187	GO:0005515
PWY-7187	GO:0032564
PWY-7187	GO:0032567
PWY-7187	GO:0032556
PWY-7187	GO:0042803
PWY-7187	GO:0008270
PWY-7187	GO:0051065
PWY-7187	GO:0008998
PWY-7187	GO:0005524
PWY-7187	GO:0031250
PWY-7187	GO:0006260
PWY-7187	GO:0055114
PWY-7187	GO:0009265
PWY-7187	GO:0016740
PWY-7187	GO:0008168
PWY-7187	GO:0003723
PWY-7187	GO:0000287
PWY-7187	GO:0004799
PWY-7187	GO:0005737
PWY-7187	GO:0032259
PWY-7187	GO:0009165
PWY-7187	GO:0006417
PWY-7187	GO:0006231
PWY-7187	GO:0004170
PWY-7187	GO:0006220
PWY-7187	GO:0046081
PWY-7187	GO:0047693
PWY-7187	GO:0047429
PWY-7187	GO:0046076
PWY-7187	GO:0046061
PWY-7187	GO:0046052
PWY-7187	GO:0046047
PWY-7187	GO:0006203
PWY-7187	GO:0009267
PWY-7187	GO:0035529
PWY-7187	GO:0004551
PWY-7187	GO:0016818
PWY-7187	GO:0036218
PWY-7187	GO:0047840
PWY-7193	GO:0005829
PWY-7193	GO:0016301
PWY-7193	GO:0016740
PWY-7193	GO:0005524
PWY-7193	GO:0004849
PWY-7193	GO:0009058
PWY-7193	GO:0008974
PWY-7193	GO:0005975
PWY-7193	GO:0016773
PWY-7193	GO:0000166
PWY-7193	GO:0043771
PWY-7193	GO:0005737
PWY-7193	GO:0008655
PWY-7193	GO:0009224
PWY-7193	GO:0044211
PWY-7193	GO:0044206
PWY-7193	GO:0016310
PWY-7193	GO:0016787
PWY-7193	GO:0008270
PWY-7193	GO:0004126
PWY-7193	GO:0006139
PWY-7193	GO:0042802
PWY-7193	GO:0003824
PWY-7193	GO:0046872
PWY-7193	GO:0001884
PWY-7193	GO:0042803
PWY-7193	GO:0047844
PWY-7193	GO:0015949
PWY-7193	GO:0006217
PWY-7193	GO:0009972
PWY-7194	GO:0016301
PWY-7194	GO:0000287
PWY-7194	GO:0003824
PWY-7194	GO:0005525
PWY-7194	GO:0000166
PWY-7194	GO:0016757
PWY-7194	GO:0016740
PWY-7194	GO:0042802
PWY-7194	GO:0004845
PWY-7194	GO:0005829
PWY-7194	GO:0016310
PWY-7194	GO:0008655
PWY-7194	GO:0009116
PWY-7194	GO:0006223
PWY-7194	GO:0044206
PWY-7194	GO:0008152
PWY-7194	GO:0006206
PWY-7194	GO:0016814
PWY-7194	GO:0102480
PWY-7194	GO:0046872
PWY-7194	GO:0016810
PWY-7194	GO:0016787
PWY-7194	GO:0035888
PWY-7194	GO:0008270
PWY-7194	GO:0008198
PWY-7194	GO:0004131
PWY-7194	GO:0019858
PWY-7194	GO:0006209
PWY-7195	GO:0008477
PWY-7195	GO:0016799
PWY-7195	GO:0016798
PWY-7195	GO:0016787
PWY-7195	GO:0005515
PWY-7195	GO:0050263
PWY-7195	GO:0042802
PWY-7195	GO:0005509
PWY-7195	GO:0045437
PWY-7195	GO:0032991
PWY-7195	GO:0005829
PWY-7195	GO:0006152
PWY-7195	GO:0008152
PWY-7195	GO:0015949
PWY-7195	GO:0006206
PWY-7195	GO:0051289
PWY-7195	GO:0046133
PWY-7195	GO:0047724
PWY-7195	GO:0047622
PWY-7195	GO:0006144
PWY-7195	GO:0006974
PWY-7195	GO:0042454
PWY-7195	GO:0046872
PWY-7195	GO:0016814
PWY-7195	GO:0102480
PWY-7195	GO:0016810
PWY-7195	GO:0035888
PWY-7195	GO:0008270
PWY-7195	GO:0008198
PWY-7195	GO:0004131
PWY-7195	GO:0019858
PWY-7195	GO:0006209
PWY-7195	GO:0031981
PWY-7196	GO:0005829
PWY-7196	GO:0031981
PWY-7196	GO:0008477
PWY-7196	GO:0016799
PWY-7196	GO:0016798
PWY-7196	GO:0016787
PWY-7196	GO:0005515
PWY-7196	GO:0050263
PWY-7196	GO:0042802
PWY-7196	GO:0005509
PWY-7196	GO:0045437
PWY-7196	GO:0032991
PWY-7196	GO:0006152
PWY-7196	GO:0008152
PWY-7196	GO:0015949
PWY-7196	GO:0006206
PWY-7196	GO:0051289
PWY-7196	GO:0046133
PWY-7196	GO:0047724
PWY-7196	GO:0047622
PWY-7196	GO:0006144
PWY-7196	GO:0006974
PWY-7196	GO:0042454
PWY-7196	GO:0046872
PWY-7196	GO:0009536
PWY-7196	GO:0016301
PWY-7196	GO:0000287
PWY-7196	GO:0003824
PWY-7196	GO:0005525
PWY-7196	GO:0000166
PWY-7196	GO:0016757
PWY-7196	GO:0016740
PWY-7196	GO:0004845
PWY-7196	GO:0016310
PWY-7196	GO:0008655
PWY-7196	GO:0009116
PWY-7196	GO:0006223
PWY-7196	GO:0044206
PWY-7196	GO:0005524
PWY-7196	GO:0004127
PWY-7196	GO:0005737
PWY-7196	GO:0046940
PWY-7196	GO:0006220
PWY-7196	GO:0006139
PWY-7196	GO:0010165
PWY-7196	GO:0009041
PWY-7196	GO:0033862
PWY-7196	GO:0006225
PWY-7196	GO:0044210
PWY-7196	GO:0006221
PWY-7196	GO:0004550
PWY-7196	GO:0006163
PWY-7196	GO:0009117
PWY-7196	GO:0006241
PWY-7196	GO:0006228
PWY-7196	GO:0006183
PWY-7196	GO:0006165
PWY-7196	GO:0016773
PWY-7196	GO:0043771
PWY-7196	GO:0004849
PWY-7196	GO:0009224
PWY-7196	GO:0044211
PWY-7196	GO:0019205
PWY-7196	GO:0016776
PWY-7196	GO:0016208
PWY-7196	GO:0004017
PWY-7196	GO:0009132
PWY-7196	GO:0009123
PWY-7196	GO:0009165
PWY-7196	GO:0044209
PWY-7196	GO:0006172
PWY-7196	GO:0015951
PWY-7196	GO:0001884
PWY-7196	GO:0042803
PWY-7196	GO:0047844
PWY-7196	GO:0008270
PWY-7196	GO:0004126
PWY-7196	GO:0006217
PWY-7196	GO:0009972
PWY-7197	GO:0016740
PWY-7197	GO:0016301
PWY-7197	GO:0005524
PWY-7197	GO:0000166
PWY-7197	GO:0004127
PWY-7197	GO:0005737
PWY-7197	GO:0005829
PWY-7197	GO:0046940
PWY-7197	GO:0006220
PWY-7197	GO:0006139
PWY-7197	GO:0016310
PWY-7197	GO:0010165
PWY-7197	GO:0015949
PWY-7198	GO:0005515
PWY-7198	GO:0016671
PWY-7198	GO:0016491
PWY-7198	GO:0046872
PWY-7198	GO:0047134
PWY-7198	GO:0015035
PWY-7198	GO:0008270
PWY-7198	GO:0005829
PWY-7198	GO:0005737
PWY-7198	GO:0045454
PWY-7198	GO:0006662
PWY-7198	GO:0055114
PWY-7198	GO:0030337
PWY-7198	GO:0005886
PWY-7198	GO:1900264
PWY-7198	GO:0006259
PWY-7198	GO:0016032
PWY-7199	GO:0004137
PWY-7199	GO:0004136
PWY-7199	GO:0016773
PWY-7199	GO:0016740
PWY-7199	GO:0016301
PWY-7199	GO:0005524
PWY-7199	GO:0000166
PWY-7199	GO:0006139
PWY-7199	GO:0004797
PWY-7199	GO:0005739
PWY-7199	GO:0006259
PWY-7199	GO:0008168
PWY-7199	GO:0004799
PWY-7199	GO:0009165
PWY-7199	GO:0009157
PWY-7199	GO:0006231
PWY-7199	GO:0005634
PWY-7199	GO:0006220
PWY-7199	GO:0005737
PWY-7199	GO:0016787
PWY-7199	GO:0008270
PWY-7199	GO:0004126
PWY-7199	GO:0046872
PWY-7199	GO:0003824
PWY-7199	GO:0046087
PWY-7200	GO:0004137
PWY-7200	GO:0004136
PWY-7200	GO:0016773
PWY-7200	GO:0016740
PWY-7200	GO:0016301
PWY-7200	GO:0005524
PWY-7200	GO:0000166
PWY-7200	GO:0006139
PWY-7200	GO:0004797
PWY-7200	GO:0005739
PWY-7200	GO:0006259
PWY-7200	GO:0008168
PWY-7200	GO:0004799
PWY-7200	GO:0009165
PWY-7200	GO:0009157
PWY-7200	GO:0006231
PWY-7200	GO:0005634
PWY-7200	GO:0006220
PWY-7200	GO:0005737
PWY-7200	GO:0016787
PWY-7200	GO:0008270
PWY-7200	GO:0004126
PWY-7200	GO:0046872
PWY-7200	GO:0003824
PWY-7200	GO:0046087
PWY-7205	GO:0005829
PWY-7205	GO:0031981
PWY-7205	GO:0016740
PWY-7205	GO:0016301
PWY-7205	GO:0005524
PWY-7205	GO:0000166
PWY-7205	GO:0004127
PWY-7205	GO:0005737
PWY-7205	GO:0046940
PWY-7205	GO:0006220
PWY-7205	GO:0006139
PWY-7205	GO:0016310
PWY-7205	GO:0010165
PWY-7205	GO:0015949
PWY-7205	GO:0046872
PWY-7205	GO:0042802
PWY-7205	GO:0005515
PWY-7205	GO:0004550
PWY-7205	GO:0006163
PWY-7205	GO:0009117
PWY-7205	GO:0006241
PWY-7205	GO:0006228
PWY-7205	GO:0006183
PWY-7205	GO:0006165
PWY-7205	GO:0019205
PWY-7205	GO:0016776
PWY-7205	GO:0000287
PWY-7205	GO:0016208
PWY-7205	GO:0004017
PWY-7205	GO:0009132
PWY-7205	GO:0009123
PWY-7205	GO:0009165
PWY-7205	GO:0044209
PWY-7205	GO:0006172
PWY-7205	GO:0015951
PWY-7206	GO:0016787
PWY-7206	GO:0046872
PWY-7206	GO:0042802
PWY-7206	GO:0000287
PWY-7206	GO:0004170
PWY-7206	GO:0032991
PWY-7206	GO:0005737
PWY-7206	GO:0005829
PWY-7206	GO:0006220
PWY-7206	GO:0009117
PWY-7206	GO:0070207
PWY-7206	GO:0046081
PWY-7206	GO:0006226
PWY-7206	GO:0047693
PWY-7206	GO:0005524
PWY-7206	GO:0000166
PWY-7206	GO:0005515
PWY-7206	GO:0047429
PWY-7206	GO:0046076
PWY-7206	GO:0046061
PWY-7206	GO:0046052
PWY-7206	GO:0046047
PWY-7206	GO:0006203
PWY-7206	GO:0009267
PWY-7206	GO:0044716
PWY-7206	GO:0044715
PWY-7206	GO:0035539
PWY-7206	GO:0008413
PWY-7206	GO:0006281
PWY-7206	GO:0035529
PWY-7206	GO:0004551
PWY-7206	GO:0016818
PWY-7206	GO:0036218
PWY-7206	GO:0047840
PWY-7208	GO:0005829
PWY-7208	GO:0031981
PWY-7208	GO:0009536
PWY-7208	GO:0016301
PWY-7208	GO:0000287
PWY-7208	GO:0003824
PWY-7208	GO:0005525
PWY-7208	GO:0000166
PWY-7208	GO:0016757
PWY-7208	GO:0016740
PWY-7208	GO:0042802
PWY-7208	GO:0004845
PWY-7208	GO:0016310
PWY-7208	GO:0008655
PWY-7208	GO:0009116
PWY-7208	GO:0006223
PWY-7208	GO:0044206
PWY-7208	GO:0008152
PWY-7208	GO:0006206
PWY-7208	GO:0009041
PWY-7208	GO:0005524
PWY-7208	GO:0033862
PWY-7208	GO:0005737
PWY-7208	GO:0046940
PWY-7208	GO:0006225
PWY-7208	GO:0044210
PWY-7208	GO:0006221
PWY-7208	GO:0046872
PWY-7208	GO:0005515
PWY-7208	GO:0004550
PWY-7208	GO:0006220
PWY-7208	GO:0006163
PWY-7208	GO:0009117
PWY-7208	GO:0006241
PWY-7208	GO:0006228
PWY-7208	GO:0006183
PWY-7208	GO:0006165
PWY-7208	GO:0019205
PWY-7208	GO:0016776
PWY-7208	GO:0016208
PWY-7208	GO:0004017
PWY-7208	GO:0009132
PWY-7208	GO:0009123
PWY-7208	GO:0009165
PWY-7208	GO:0006139
PWY-7208	GO:0044209
PWY-7208	GO:0006172
PWY-7208	GO:0015951
PWY-7209	GO:0004850
PWY-7209	GO:0006139
PWY-7209	GO:0016787
PWY-7209	GO:0004157
PWY-7209	GO:0009636
PWY-7209	GO:0008270
PWY-7209	GO:0004126
PWY-7209	GO:0016810
PWY-7209	GO:0003837
PWY-7209	GO:0006807
PWY-7209	GO:0017113
PWY-7209	GO:0005737
PWY-7209	GO:0006212
PWY-7209	GO:0006207
PWY-7209	GO:0046872
PWY-7209	GO:0003824
PWY-7209	GO:0046087
PWY-7210	GO:0000139
PWY-7210	GO:0005509
PWY-7210	GO:0045134
PWY-7210	GO:0016787
PWY-7210	GO:0030173
PWY-7210	GO:0005774
PWY-7210	GO:0005764
PWY-7210	GO:0006256
PWY-7210	GO:0006139
PWY-7210	GO:0005515
PWY-7210	GO:0016671
PWY-7210	GO:0016491
PWY-7210	GO:0046872
PWY-7210	GO:0047134
PWY-7210	GO:0015035
PWY-7210	GO:0008270
PWY-7210	GO:0005829
PWY-7210	GO:0005737
PWY-7210	GO:0045454
PWY-7210	GO:0006662
PWY-7210	GO:0055114
PWY-7210	GO:0005524
PWY-7210	GO:0000166
PWY-7210	GO:0004252
PWY-7210	GO:0004176
PWY-7210	GO:0006508
PWY-7210	GO:0004748
PWY-7210	GO:0009186
PWY-7210	GO:0006260
PWY-7210	GO:0016740
PWY-7210	GO:0008168
PWY-7210	GO:0004799
PWY-7210	GO:0009165
PWY-7210	GO:0009157
PWY-7210	GO:0006231
PWY-7210	GO:0016301
PWY-7210	GO:0004798
PWY-7210	GO:0008283
PWY-7210	GO:0007049
PWY-7210	GO:0006259
PWY-7210	GO:0006235
PWY-7210	GO:0006233
PWY-7210	GO:0004132
PWY-7210	GO:0006220
PWY-7210	GO:0030337
PWY-7210	GO:0005886
PWY-7210	GO:1900264
PWY-7210	GO:0016032
PWY-7211	GO:0000139
PWY-7211	GO:0000166
PWY-7211	GO:0016874
PWY-7211	GO:0005524
PWY-7211	GO:0005515
PWY-7211	GO:0004088
PWY-7211	GO:0005737
PWY-7211	GO:0005951
PWY-7211	GO:0005829
PWY-7211	GO:0006807
PWY-7211	GO:0008652
PWY-7211	GO:0044205
PWY-7211	GO:0006207
PWY-7211	GO:0006541
PWY-7211	GO:0006526
PWY-7211	GO:0006221
PWY-7211	GO:0003824
PWY-7211	GO:0016491
PWY-7211	GO:0004748
PWY-7211	GO:0005971
PWY-7211	GO:0008152
PWY-7211	GO:0009263
PWY-7211	GO:0055114
PWY-7211	GO:0006260
PWY-7211	GO:0015949
PWY-7211	GO:0046872
PWY-7211	GO:0042802
PWY-7211	GO:0042803
PWY-7211	GO:0005506
PWY-7211	GO:0004252
PWY-7211	GO:0004176
PWY-7211	GO:0006508
PWY-7211	GO:0031981
PWY-7211	GO:0009186
PWY-7211	GO:0016627
PWY-7211	GO:0010181
PWY-7211	GO:0004152
PWY-7211	GO:0005886
PWY-7211	GO:0016020
PWY-7211	GO:0009220
PWY-7211	GO:0006222
PWY-7211	GO:0016740
PWY-7211	GO:0008168
PWY-7211	GO:0003723
PWY-7211	GO:0000287
PWY-7211	GO:0004799
PWY-7211	GO:0006235
PWY-7211	GO:0032259
PWY-7211	GO:0009165
PWY-7211	GO:0006417
PWY-7211	GO:0009314
PWY-7211	GO:0006231
PWY-7211	GO:0009157
PWY-7211	GO:0006139
PWY-7211	GO:0016301
PWY-7211	GO:0009041
PWY-7211	GO:0033862
PWY-7211	GO:0046940
PWY-7211	GO:0006225
PWY-7211	GO:0044210
PWY-7211	GO:0016310
PWY-7211	GO:0004550
PWY-7211	GO:0006220
PWY-7211	GO:0006163
PWY-7211	GO:0009117
PWY-7211	GO:0006241
PWY-7211	GO:0006228
PWY-7211	GO:0006183
PWY-7211	GO:0006165
PWY-7211	GO:0016757
PWY-7211	GO:0004588
PWY-7211	GO:0046132
PWY-7211	GO:0009116
PWY-7211	GO:0016787
PWY-7211	GO:0004730
PWY-7211	GO:0004170
PWY-7211	GO:0005739
PWY-7211	GO:0005634
PWY-7211	GO:0006399
PWY-7211	GO:0032991
PWY-7211	GO:0070207
PWY-7211	GO:0046081
PWY-7211	GO:0006226
PWY-7211	GO:0047693
PWY-7211	GO:0047429
PWY-7211	GO:0046076
PWY-7211	GO:0046061
PWY-7211	GO:0046052
PWY-7211	GO:0046047
PWY-7211	GO:0006203
PWY-7211	GO:0009267
PWY-7211	GO:0016812
PWY-7211	GO:0008270
PWY-7211	GO:0004151
PWY-7211	GO:0019856
PWY-7211	GO:0016829
PWY-7211	GO:0016831
PWY-7211	GO:0004590
PWY-7211	GO:0004087
PWY-7211	GO:0016597
PWY-7211	GO:0004070
PWY-7211	GO:0009347
PWY-7211	GO:0006520
PWY-7211	GO:0019205
PWY-7211	GO:0016776
PWY-7211	GO:0016208
PWY-7211	GO:0004017
PWY-7211	GO:0009132
PWY-7211	GO:0009123
PWY-7211	GO:0044209
PWY-7211	GO:0006172
PWY-7211	GO:0015951
PWY-7211	GO:0016743
PWY-7211	GO:0030145
PWY-7211	GO:0035529
PWY-7211	GO:0004551
PWY-7211	GO:0016818
PWY-7211	GO:0036218
PWY-7211	GO:0047840
PWY-7216	GO:0016509
PWY-7216	GO:0005515
PWY-7216	GO:0051287
PWY-7216	GO:0016853
PWY-7216	GO:0016829
PWY-7216	GO:0016491
PWY-7216	GO:0003824
PWY-7216	GO:0008692
PWY-7216	GO:0003857
PWY-7216	GO:0004300
PWY-7216	GO:0005737
PWY-7216	GO:0005829
PWY-7216	GO:0055114
PWY-7216	GO:0016042
PWY-7216	GO:0008152
PWY-7216	GO:0006631
PWY-7216	GO:0006629
PWY-7216	GO:0006635
PWY-7216	GO:0004165
PWY-7216	GO:0036125
PWY-7216	GO:0009062
PWY-7216	GO:0016787
PWY-7216	GO:0042802
PWY-7216	GO:0042803
PWY-7216	GO:0047617
PWY-7216	GO:0006637
PWY-7216	GO:0036042
PWY-7216	GO:0016790
PWY-7216	GO:0000062
PWY-7216	GO:0016290
PWY-7216	GO:0044581
PWY-7218	GO:0000287
PWY-7218	GO:0016791
PWY-7218	GO:0042578
PWY-7218	GO:0016787
PWY-7218	GO:0003824
PWY-7218	GO:0046872
PWY-7218	GO:0000166
PWY-7218	GO:0042802
PWY-7218	GO:0042132
PWY-7218	GO:0005737
PWY-7218	GO:0032991
PWY-7218	GO:0005829
PWY-7218	GO:0016051
PWY-7218	GO:0030388
PWY-7218	GO:0006002
PWY-7218	GO:0006000
PWY-7218	GO:0005986
PWY-7218	GO:0016311
PWY-7218	GO:0008152
PWY-7218	GO:0005975
PWY-7218	GO:0006094
PWY-7218	GO:0016829
PWY-7218	GO:0005515
PWY-7218	GO:0004332
PWY-7218	GO:0006096
PWY-7218	GO:0004721
PWY-7218	GO:0030613
PWY-7218	GO:0033748
PWY-7218	GO:0008270
PWY-7218	GO:0004035
PWY-7218	GO:0030288
PWY-7218	GO:0042597
PWY-7218	GO:0006470
PWY-7218	GO:0055114
PWY-7218	GO:0016853
PWY-7218	GO:0008786
PWY-7218	GO:0004751
PWY-7218	GO:0009052
PWY-7218	GO:0006098
PWY-7218	GO:0019316
PWY-7218	GO:0030955
PWY-7218	GO:0005524
PWY-7218	GO:0016740
PWY-7218	GO:0016301
PWY-7218	GO:0016208
PWY-7218	GO:0004743
PWY-7218	GO:1902912
PWY-7218	GO:0016310
PWY-7218	GO:0016020
PWY-7218	GO:0016509
PWY-7218	GO:0051287
PWY-7218	GO:0016491
PWY-7218	GO:0008692
PWY-7218	GO:0003857
PWY-7218	GO:0004300
PWY-7218	GO:0016042
PWY-7218	GO:0006631
PWY-7218	GO:0006629
PWY-7218	GO:0006635
PWY-7218	GO:0004165
PWY-7218	GO:0036125
PWY-7218	GO:0009062
PWY-7218	GO:0016668
PWY-7218	GO:0015036
PWY-7218	GO:0050660
PWY-7218	GO:0004148
PWY-7218	GO:0005886
PWY-7218	GO:0045250
PWY-7218	GO:0005960
PWY-7218	GO:0045248
PWY-7218	GO:0045454
PWY-7218	GO:0006103
PWY-7218	GO:0006090
PWY-7218	GO:0006979
PWY-7218	GO:0019464
PWY-7218	GO:0004802
PWY-7218	GO:0042803
PWY-7218	GO:0047617
PWY-7218	GO:0006637
PWY-7218	GO:0030523
PWY-7218	GO:0016407
PWY-7218	GO:0016746
PWY-7218	GO:0031405
PWY-7218	GO:0004742
PWY-7218	GO:0045254
PWY-7218	GO:0006086
PWY-7218	GO:0009408
PWY-7218	GO:0036042
PWY-7218	GO:0016790
PWY-7218	GO:0000062
PWY-7218	GO:0016290
PWY-7218	GO:0044581
PWY-7218	GO:0004807
PWY-7218	GO:0046166
PWY-7218	GO:0019563
PWY-7218	GO:0016832
PWY-7218	GO:0005618
PWY-7218	GO:0006014
PWY-7218	GO:0030976
PWY-7218	GO:0004738
PWY-7218	GO:0004739
PWY-7218	GO:0030145
PWY-7218	GO:0006071
PWY-7218	GO:0050308
PWY-7218	GO:0016773
PWY-7218	GO:0033883
PWY-7218	GO:0032361
PWY-7218	GO:0004634
PWY-7218	GO:0000015
PWY-7218	GO:0005576
PWY-7218	GO:0009986
PWY-7218	GO:0005856
PWY-7218	GO:0032889
PWY-7218	GO:0004619
PWY-7218	GO:0046537
PWY-7218	GO:0044262
PWY-7218	GO:0006007
PWY-7218	GO:0016857
PWY-7218	GO:0008198
PWY-7218	GO:0004750
PWY-7218	GO:0019323
PWY-7219	GO:0000287
PWY-7219	GO:0016874
PWY-7219	GO:0046872
PWY-7219	GO:0005525
PWY-7219	GO:0000166
PWY-7219	GO:0005515
PWY-7219	GO:0042803
PWY-7219	GO:0004019
PWY-7219	GO:0005737
PWY-7219	GO:0005829
PWY-7219	GO:0046040
PWY-7219	GO:0044208
PWY-7219	GO:0006974
PWY-7219	GO:0046086
PWY-7219	GO:0015949
PWY-7219	GO:0006164
PWY-7219	GO:0016829
PWY-7219	GO:0003824
PWY-7219	GO:0070626
PWY-7219	GO:0042802
PWY-7219	GO:0004018
PWY-7219	GO:0009152
PWY-7219	GO:0006188
PWY-7219	GO:0006189
PWY-7219	GO:0016740
PWY-7219	GO:0016301
PWY-7219	GO:0005524
PWY-7219	GO:0004017
PWY-7219	GO:0009220
PWY-7219	GO:0006173
PWY-7219	GO:0006172
PWY-7219	GO:0019205
PWY-7219	GO:0016776
PWY-7219	GO:0004550
PWY-7219	GO:0016208
PWY-7219	GO:0009132
PWY-7219	GO:0009123
PWY-7219	GO:0006163
PWY-7219	GO:0046940
PWY-7219	GO:0006165
PWY-7219	GO:0009165
PWY-7219	GO:0006139
PWY-7219	GO:0044209
PWY-7219	GO:0016310
PWY-7219	GO:0015951
PWY-722	GO:0005506
PWY-722	GO:0046872
PWY-722	GO:0005509
PWY-722	GO:0016491
PWY-722	GO:0016966
PWY-722	GO:0042279
PWY-722	GO:0020037
PWY-722	GO:0042597
PWY-722	GO:0030288
PWY-722	GO:0042128
PWY-722	GO:0006807
PWY-722	GO:0055114
PWY-722	GO:0019645
PWY-722	GO:0009055
PWY-722	GO:0016021
PWY-722	GO:0016020
PWY-722	GO:0005887
PWY-722	GO:0005886
PWY-722	GO:0022904
PWY-722	GO:0019430
PWY-7220	GO:0003824
PWY-7220	GO:0016491
PWY-7220	GO:0005524
PWY-7220	GO:0004748
PWY-7220	GO:0000166
PWY-7220	GO:0005737
PWY-7220	GO:0005971
PWY-7220	GO:0005829
PWY-7220	GO:0008152
PWY-7220	GO:0009263
PWY-7220	GO:0055114
PWY-7220	GO:0006260
PWY-7220	GO:0015949
PWY-7220	GO:0005515
PWY-7220	GO:0016671
PWY-7220	GO:0046872
PWY-7220	GO:0047134
PWY-7220	GO:0015035
PWY-7220	GO:0008270
PWY-7220	GO:0045454
PWY-7220	GO:0006662
PWY-7220	GO:0042802
PWY-7220	GO:0042803
PWY-7220	GO:0005506
PWY-7220	GO:0032564
PWY-7220	GO:0032567
PWY-7220	GO:0032556
PWY-7220	GO:0051065
PWY-7220	GO:0008998
PWY-7220	GO:0031250
PWY-7220	GO:0009265
PWY-7220	GO:0016740
PWY-7220	GO:0016301
PWY-7220	GO:0004550
PWY-7220	GO:0006220
PWY-7220	GO:0006163
PWY-7220	GO:0016310
PWY-7220	GO:0009117
PWY-7220	GO:0006241
PWY-7220	GO:0006228
PWY-7220	GO:0006183
PWY-7220	GO:0006165
PWY-7220	GO:0030337
PWY-7220	GO:0005886
PWY-7220	GO:1900264
PWY-7220	GO:0006259
PWY-7220	GO:0016032
PWY-7220	GO:0030145
PWY-7221	GO:0000166
PWY-7221	GO:0016491
PWY-7221	GO:0003824
PWY-7221	GO:0046872
PWY-7221	GO:1990829
PWY-7221	GO:0005524
PWY-7221	GO:0003697
PWY-7221	GO:0042802
PWY-7221	GO:0003938
PWY-7221	GO:0032991
PWY-7221	GO:0005829
PWY-7221	GO:0006183
PWY-7221	GO:0055114
PWY-7221	GO:0006164
PWY-7221	GO:0051289
PWY-7221	GO:0009411
PWY-7221	GO:0006177
PWY-7221	GO:0016740
PWY-7221	GO:0016301
PWY-7221	GO:0004385
PWY-7221	GO:0005737
PWY-7221	GO:0006163
PWY-7221	GO:0046710
PWY-7221	GO:0046037
PWY-7221	GO:0016310
PWY-7221	GO:0008144
PWY-7221	GO:0005515
PWY-7221	GO:0004550
PWY-7221	GO:0006220
PWY-7221	GO:0009117
PWY-7221	GO:0006241
PWY-7221	GO:0006228
PWY-7221	GO:0006165
PWY-7221	GO:0016874
PWY-7221	GO:0016462
PWY-7221	GO:0042803
PWY-7221	GO:0003922
PWY-7221	GO:0003921
PWY-7221	GO:0006541
PWY-7221	GO:0019205
PWY-7221	GO:0016776
PWY-7221	GO:0000287
PWY-7221	GO:0016208
PWY-7221	GO:0004017
PWY-7221	GO:0009132
PWY-7221	GO:0009123
PWY-7221	GO:0046940
PWY-7221	GO:0009165
PWY-7221	GO:0006139
PWY-7221	GO:0044209
PWY-7221	GO:0006172
PWY-7221	GO:0015951
PWY-7222	GO:0003824
PWY-7222	GO:0016491
PWY-7222	GO:0005524
PWY-7222	GO:0004748
PWY-7222	GO:0000166
PWY-7222	GO:0005737
PWY-7222	GO:0005971
PWY-7222	GO:0005829
PWY-7222	GO:0008152
PWY-7222	GO:0009263
PWY-7222	GO:0055114
PWY-7222	GO:0006260
PWY-7222	GO:0015949
PWY-7222	GO:0005515
PWY-7222	GO:0016671
PWY-7222	GO:0046872
PWY-7222	GO:0047134
PWY-7222	GO:0015035
PWY-7222	GO:0008270
PWY-7222	GO:0045454
PWY-7222	GO:0006662
PWY-7222	GO:0042802
PWY-7222	GO:0042803
PWY-7222	GO:0005506
PWY-7222	GO:0032564
PWY-7222	GO:0032567
PWY-7222	GO:0032556
PWY-7222	GO:0051065
PWY-7222	GO:0008998
PWY-7222	GO:0031250
PWY-7222	GO:0009265
PWY-7222	GO:0016740
PWY-7222	GO:0016301
PWY-7222	GO:0004550
PWY-7222	GO:0006220
PWY-7222	GO:0006163
PWY-7222	GO:0016310
PWY-7222	GO:0009117
PWY-7222	GO:0006241
PWY-7222	GO:0006228
PWY-7222	GO:0006183
PWY-7222	GO:0006165
PWY-7222	GO:0019205
PWY-7222	GO:0016776
PWY-7222	GO:0000287
PWY-7222	GO:0016208
PWY-7222	GO:0004017
PWY-7222	GO:0009132
PWY-7222	GO:0009123
PWY-7222	GO:0046940
PWY-7222	GO:0009165
PWY-7222	GO:0006139
PWY-7222	GO:0044209
PWY-7222	GO:0006172
PWY-7222	GO:0015951
PWY-7222	GO:0030337
PWY-7222	GO:0005886
PWY-7222	GO:1900264
PWY-7222	GO:0006259
PWY-7222	GO:0016032
PWY-7222	GO:0030145
PWY-7224	GO:0016740
PWY-7224	GO:0016301
PWY-7224	GO:0005524
PWY-7224	GO:0000166
PWY-7224	GO:0042802
PWY-7224	GO:0004385
PWY-7224	GO:0005737
PWY-7224	GO:0005829
PWY-7224	GO:0006163
PWY-7224	GO:0046710
PWY-7224	GO:0046037
PWY-7224	GO:0016310
PWY-7224	GO:0004017
PWY-7224	GO:0009220
PWY-7224	GO:0006173
PWY-7224	GO:0006172
PWY-7224	GO:0004137
PWY-7224	GO:0005634
PWY-7224	GO:0006220
PWY-7224	GO:0004138
PWY-7224	GO:0005739
PWY-7224	GO:0008617
