#PathwayID	Number
PWY-6711	2.4.2.48
PWY-6053	2.1.1.hk
PWY-6932	1.8.1
PWY-8042	2.3.1.296
PWY-7165	1.1.99.4
PWY-6397	2.4.1.289
SALVADEHYPOX-PWY	3.1.3.5
PWY-5742	2.6.1.84
PWY0-1337	4.2.1.17
PWY-5851	2.5.1.74
P124-PWY	2.2.1.2
P185-PWY	2.2.1.2
PWY-5723	2.2.1.2
NONOXIPENT-PWY	2.2.1.2
PWY-1861	2.2.1.2
TRIGLSYN-PWY	2.3.1
PWY-3061	1.14.14.143
PWY-7291	1.3.3.6
PWY-5477	2.3.1
PWY-321	1.14.13
PWY-7714	2.3.1
PWY-1422	1.13.11.27
PWY-1581	1.13.11.27
TYRFUMCAT-PWY	1.13.11.27
PWY-4361	4.2.1.109
PWY-5409	4.2.1.M18
PWY-5787	1.10.3
PWY-8178	4.1.2.13
CALVIN-PWY	4.1.2.13
PWY0-1517	4.1.2.13
PWY-7241	1.1.1
PWY-7685	4.1.1.101
PWY-5338	2.4.1
PWYQT-4475	3.4.19.16
PWY-7157	2.4.1
PWY-5061	1.14.14
12DICHLORETHDEG-PWY	1.1.2.7
PWY-5874	2.4.1.17
PWY-7942	2.3.2.5
PWY-5298	2.6.1.36
PWY-7891	2.8.1
PWY-4702	3.1.3.25
PWY-7653	2.1.1
PWY-7783	3.3.2.2
PWY-7549	6.3.2
PWY-2904	2.4.1.170
PWY-7065	1.14.13.147
PWY-8193	2.4.1.ej
PWY-8060	4.1.2.4
PWY-7180	4.1.2.4
PWY-6397	2.4.2.46
PWY-7831	2.4.1.40
PWY-6369	2.7.4.21
PWY-7594	1.14.19.46
PWY-7447	1.13.11.78
PWY-5047	1.14.14
PWY-5855	1.14.13.240
PWY-7006	3.5.99
TYRFUMCAT-PWY	3.7.1.2
PWY-5491	3.1.3.1
PWY-6271	4.2.3.84
PWY-6672	4.2.1
TRPIAACAT-PWY	4.1.1.74
PWY-5081	4.1.1.74
PWY0-1338	2.1.2.13
P201-PWY	4.99.1
PWY-6824	1.10.3.2
PWY-5466	1.10.3.2
PWY-5469	1.10.3.2
PWY-7994	1.14.14.159
PWY-6163	1.1.1.25
PWY-6981	2.4.1.16
P621-PWY	3.5.1.117
PWY-6024	2.4.1
PWY-7510	4.1.3
PWY-782	1.14.19.23
PWY-7817	2.4.2
PWY-7160	2.1.1
PWY-5068	1.1.1.294
PWY-1723	4.2.1.147
P562-PWY	4.2.1.44
PWY-7945	2.5.1.150
PWY-7944	2.5.1.150
PWY-6030	2.3.1.87
PWY-7401	1.1.1.368
CENTBENZCOA-PWY	1.1.1.368
PWY-7628	3.3.2.14
PWY-7411	1.1.1.101
PWY-7727	2.3.1
PWY-7606	2.3.1
PWY-7053	2.3.1
PWY-7557	1.13.11
PWY-2961	1.14.99
PWY-7035	1.1.1.330
PWY-321	1.14.14.80
PWY-7679	2.3.1
PWY-7450	2.3.1
PWY-7793	2.1.1.334
PWY-7774	1.14.13.226
PWY-5856	2.1.1.222
PWY-6471	2.7.8.13
PWY-5265	2.7.8.13
PWY-6815	3.2.1.81
PWY-8124	1.13.11.90
PWY3O-1801	3.1.2.20
PWY-2541	1.1.1.418
PWY-5818	1.1.1
PWY-6325	1.14.14.162
PWY-7377	1.3.1.106
PWY-7119	2.7.1.91
PWY-5129	2.7.1.91
PWY-5413	1.14.13
PWY-5928	1.14.14.51
PWY-7000	1.1.1.355
PWY-6603	1.14.19.38
PWY-7689	2.1.1
PWY-6518	1.1.1.201
PWY-7163	2.1.1
PWY-8012	1.1.1.M50
PWY-5751	1.1.1.1
PWY-5079	1.1.1.1
UDPNACETYLGALSYN-PWY	5.4.2.3
PWY-6906	5.4.2.3
PWY-5514	5.4.2.3
PWY-7948	6.2.1.2
PWY-6181	2.1.1.8
PWY-7899	2.3.2.34
PWY66-395	1.13.11.34
PWY0-1315	1.1.1.77
PWY-7656	1.2.1.84
PWY-8088	1.17.1
PWY-6974	5.1.3
PWY-5160	2.4.1
PWY-7234	5.4.99.18
PWY-6123	5.4.99.18
PWY-6409	1.14.18
PWY-7836	2.4.99.2
PWY-7119	6.2.1.3
PWY-6076	1.14.14.24
PWY-7112	2.5.1.18
PWY-7599	1.1.99
PWY-7458	2.3.1
PWY-5163	3.7.1
PWY-7011	3.7.1
PWY-5871	4.1.1
PWY-7363	2.1.1.121
PWY-7010	1.13.11
PWY-7352	3.1.1
PWY-6289	6.3.2
PWY-7839	2.4.1.69
PWY-6470	6.3.1.12
PWY-6938	4.2.1.93
P302-PWY	1.1.1
PWY-7859	3.5.1.127
PWY-7756	1.1.1.393
PWY0-1261	6.3.2.45
PWY-7883	6.3.2.45
PWY-5782	1.1.99.32
PWY-5521	1.1.99.32
PWY-7526	2.5.1.110
PWY-6061	1.14.14.23
PWY-7692	1.14.13
PWY-762	1.14.19.25
PWY-102	1.14.11.13
PWY-7168	2.3.1
PWY-7998	1.6.5.9
PWY-1901	1.21.3.6
PWY-5954	1.1.1.352
PWY-7901	4.4.1.M2
PWY-7426	2.4.1.155
PWY-699	1.14.14
PWY-2582	1.14.14
PWY-7416	3.1.1.4
PWY-6486	5.5.1.27
PWY-8157	2.1.1.104
PWY-6340	4.1.1
PWY-8143	1.1.1.365
PWY-6415	1.1.1.365
PWY-6491	1.1.1.365
PWY-7836	2.4.99.8
PWY-8061	3.6.1.69
ASPASN-PWY	4.3.1.1
GLUTDEG-PWY	4.3.1.1
P162-PWY	2.3.1.16
P162-PWY	2.3.1.9
PWY-5676	2.3.1.16
PWY-5676	2.3.1.9
P163-PWY	2.3.1.16
P163-PWY	2.3.1.9
CENTFERM-PWY	2.3.1.16
CENTFERM-PWY	2.3.1.9
PWY-6583	2.3.1.16
PWY-6583	2.3.1.9
PWY-8125	2.3.1.16
PWY-8125	2.3.1.9
PWY0-1337	2.3.1.16
PWY0-1337	2.3.1.9
PWY-6863	2.3.1.16
PWY-6863	2.3.1.9
PWY-8058	2.3.1.16
PWY-8058	2.3.1.9
PWY-5789	2.3.1.16
PWY-5789	2.3.1.9
PWY-7401	2.3.1.16
PWY-7401	2.3.1.9
PWY-7779	2.3.1.16
PWY-7779	2.3.1.9
PWY-7778	2.3.1.16
PWY-7778	2.3.1.9
PWY-7524	2.3.1.16
PWY-7524	2.3.1.9
PWY-922	2.3.1.16
PWY-922	2.3.1.9
PWY-5741	2.3.1.16
PWY-5741	2.3.1.9
PWY-5177	2.3.1.16
PWY-5177	2.3.1.9
PWY-7391	2.3.1.16
PWY-7391	2.3.1.9
PWY-7216	2.3.1.16
PWY-7216	2.3.1.9
PWY-6883	2.3.1.16
PWY-6883	2.3.1.9
PWY-6876	2.3.1.16
PWY-6876	2.3.1.9
PWY1-3	2.3.1.16
PWY1-3	2.3.1.9
PWY-6588	2.3.1.16
PWY-6588	2.3.1.9
PWY66-368	2.3.1.16
PWY66-368	2.3.1.9
PWY66-367	2.3.1.16
PWY66-367	2.3.1.9
PWY-6174	2.3.1.16
PWY-6174	2.3.1.9
ACETOACETATE-DEG-PWY	2.3.1.16
ACETOACETATE-DEG-PWY	2.3.1.9
PWY-7898	1.13.12
PWY-6168	1.1.1.302
PWY-6167	1.1.1.302
PWY-6767	1.3.8
PWY-5875	1.3.8
PWY-3581	2.1.1.140
PWY-7776	4.4.1.23
PWY-6828	2.1.1.224
PWY-5756	2.4.1.17
PWY-735	2.3.1.16
PWY-7176	2.7.4.22
PWY-7176	2.7.4.14
PWY3O-19	2.1.1.114
PWY-7230	2.1.1.114
PWY-5301	1.14.14.136
PWY-6986	4.2.2.3
P345-PWY	4.2.1.84
PWY-5672	2.4.1.365
PWY-7725	1.14.19
AST-PWY	3.5.1.96
PWY-7256	3.2.1
PWY-5422	1.14.14
PWY-6623	2.4.1
PWY-7256	2.4.1.300
PWY-5381	2.7.7.18
PWY-7761	2.7.7.18
PYRIDNUCSAL-PWY	2.7.7.18
PWY-5653	2.7.7.18
PWY3O-4107	2.7.7.18
PYRIDNUCSYN-PWY	2.7.7.18
PWY-8016	2.8.3.17
PWY-5754	2.8.3.17
PWY4FS-17	1.1.1
PWY-7700	1.2.1.96
4-HYDROXYMANDELATE-DEGRADATION-PWY	1.2.1.96
PARATHION-DEGRADATION-PWY	3.13.1
PWY-8065	3.13.1
PWY-7723	3.1.2.2
PWY-7981	2.7.8
PWY-699	1.1
PWY-2582	1.1
PWY-7568	1.1.1
PWY-5075	5.4.3.7
PWY-3081	1.2.1.103
PWY-7087	2.1.1.255
PWY-7659	1.14.13
PWY-7841	2.4.99.1
PWY-6086	1.14.11
PWY-7473	1.14.14
PWY-7114	3.2.1.149
PWY-7602	2.3.1
PWY-4203	2.3.1.224
PWY0-1337	1.1.1.35
PWY-7094	1.1.1.35
PWY-5780	4.2.1
PWY-7016	2.4.1.285
PWY-8133	2.4.1
PWY-6684	3.2.1.147
PWY-8032	1.3.1.121
SUCSYN-PWY	1.2.1.12
ANAGLYCOLYSIS-PWY	1.2.1.12
GLYCOLYSIS	1.2.1.12
PWY-5484	1.2.1.12
PWY-8004	1.2.1.12
GLUCONEO-PWY	1.2.1.12
PWY-7003	1.2.1.12
P124-PWY	1.2.1.12
P122-PWY	1.2.1.12
PWY-6901	1.2.1.12
PWY66-399	1.2.1.12
P185-PWY	1.2.1.12
PWY-1042	1.2.1.12
P481-PWY	1.14.15
PWY-6478	2.7.1.168
PWY-7760	4.2.1.169
PWY-7758	4.2.1.169
PWY-7759	4.2.1.169
PWY-5641	1.14.12.23
PWY-7927	1.8.3.1
PWY-5326	1.8.3.1
GALACTITOLCAT-PWY	1.1.1.251
PWY-6368	3.1.3.67
PWY-8076	2.1.1.M65
PWY-5755	4.1.3.40
PWY-7934	4.1.3.40
PWY-7935	4.1.3.40
PWY-7929	4.1.3.40
PWY-7742	4.1.3.40
PWY-7745	4.1.3.40
PWY-6148	4.1.3.40
PWY-5870	4.1.3.40
PWY-5363	1.14.20.5
PWY-6550	1.13.11.39
PWY-7172	2.3.1
PWY-2055	4.2.1.105
PWY-2321	4.2.1.105
PWY-2002	4.2.1.105
PWY-83	2.4.1
PWY-7636	1.3.99
PWY-5152	1.1.1.219
PWY-6930	2.3.1
PWY-7399	3.6.1.63
PWY0-1533	3.6.1.63
PWY-7419	3.6.1
PWY-7071	2.4.1
P561-PWY	5.1.1.22
PWY-8161	2.6.1.72
PWY-3162	1.13.99.3
PWY-6342	1.4.3.4
PWY66-301	1.14.17.1
PWY-8062	4.4.1.m
PWY-7821	4.1.99.M2
PWY-8043	2.6.1
PWY-7483	2.4.1.331
PWY-6185	2.8.3.6
PWY-7151	2.1.1.84
PWY-7076	2.1.1.6
PWY-8134	1.1.1.395
PWY-5828	4.2.3.13
PWY-5773	4.2.3.13
PWY-7759	2.5.1.bl
PWY-8106	3.2.2.M3
PWY-5645	5.4.4.1
PWY-1264	1.4.99.2
PWY-7698	1.2.1.7
PWY-8080	1.14.11
CALVIN-PWY	2.7.1.19
PWY-5723	2.7.1.19
PWY-7960	4.1.99.24
PWY-7955	4.1.99.24
PWY-7729	4.1.99.23
PWY-8096	4.1.99.23
PWY-8097	4.1.99.23
PWY-8095	4.1.99.23
HISHP-PWY	1.17.3
PWY-5303	2.8.1
PWY-5132	1.14.99.M4
PWY66-221	1.2.3
PWY66-201	1.2.3
PWY-7572	1.14.14
PWY-7661	2.4.1
MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	2.4.1.267
PWY-6475	5.2.1.13
PWY-6430	3.5.2.2
PWY-3982	3.5.1.6
PWY-7746	2.8.2.37
PWY-4421	2.4.1
PWY-5290	2.4.1.323
PWY-3301	2.3.1.103
PWY-7018	2.4.1
PWY-6848	3.1.1
PWY-6728	3.1.2.30
PWY-8034	2.1.1.353
PWY-6491	4.1.2.54
P661-PWY	1.13.11
PWY-7864	2.1.1.350
PWY-7760	2.5.1.bl
NAGLIPASYN-PWY	2.7.1.130
PWY-6433	4.2.1.134
PWY-7975	2.7.8.26
PWY-5509	2.7.8.26
PWY-6269	2.7.8.26
COBALSYN-PWY	2.7.8.26
PWY-7520	1.1.1
PWY-7178	1.1.1.2
PWY-7638	1.14.13
PWY-6944	1.14.14.12
PWY-5139	2.4.1
PWY-7422	1.14.15.33
PWY-8164	2.8.1
PWY-7079	2.1.1
PWY-6350	2.7.8
PWY-3542	2.1.1
PWY-7853	4.1.2.59
PWY-7251	5.4.99.34
PWY-6109	5.4.99.34
PWY66-368	1.1.1.30
PWY66-367	1.1.1.30
PWY-7288	6.2.1
PWY66-391	6.2.1
PWY-5136	6.2.1
FAO-PWY	6.2.1
PWY-8183	2.6.1.42
PWY-8175	2.6.1.42
ALANINE-VALINESYN-PWY	2.6.1.42
VALDEG-PWY	2.6.1.42
VALSYN-PWY	2.6.1.42
PWY-5057	2.6.1.42
PWY-7484	1.14.14
PWY-6190	4.5.1
PWY-7977	2.1.1
PWY-5475	2.3.1.143
PWY-5774	2.4.1
PWY-7176	2.7.4.6
PWY-6313	2.4.1.17
PWY-6690	1.13.11.16
PWY-8035	2.1.1
PWY-7304	1.14.13
PWY-6507	5.3.1.17
PWY-5666	2.4.1
PWY-7999	1.17.4.4
PWY-6738	1.1.1
PWY-5381	3.2.2.3
PWY-7733	1.13.11
PWY-7734	1.13.11
PWY-7352	1.14.13.181
PWY-5426	2.1.1.6
PWY6666-2	2.1.1.6
PWY-7665	6.3.2
PWY-7131	3.2.1.184
PWY-6160	4.2.3
PWY-5197	4.2.3
PWY-3722	1.1.1
PWY18C3-10	2.3.1
PWY-5120	2.5.1.29
PWY-7492	2.5.1.29
PWY-7736	2.5.1.29
PWY-7721	2.5.1.29
PWY-7720	2.5.1.29
PWY-6659	2.5.1.29
PWY-7517	2.5.1.29
PWY-6691	2.5.1.29
PWY-6442	2.3.1.M34
PWY-7855	3.5.1.125
PWY-2361	2.8.3.6
PWY-699	1.14.14
PWY-7489	1.1.1
PWY-7025	2.4.2
GLUCONSUPER-PWY	2.7.1.12
IDNCAT-PWY	2.7.1.12
PWY-5530	2.7.1.12
PWY-6857	3.1.1.1
PWY-7398	1.14.14
PWY-7606	1.1.1
PWY-8014	1.1.1.110
PWY-6318	1.1.1.110
PWY-5984	1.14.15
CARNMET-PWY	2.8.3.21
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	5.5.1.2
PWY-7991	3.5.4.26
RIBOSYN2-PWY	3.5.4.26
PWY-6158	2.7.3.2
PWY-5707	4.4.1.4
PWY66-374	5.3.99.5
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	1.13.11.15
PWY-5979	2.5.1
PWY-5394	1.13.11.29
PWY-6572	4.2.2.21
PWY-7186	5.2
PWY-1121	3.1.2.2
PWY-321	3.1.2.2
PWY-6733	3.1.2.2
TOLUENE-DEG-3-OH-PWY	4.1.3.43
PWY-6944	4.1.3.43
PWY-5644	4.1.3.43
PWY66-378	1.14.14.32
PWY-2221	4.1.2.55
PWY-2221	4.1.2.14
PWY-7562	4.1.2.55
PWY-7562	4.1.2.14
GALACTUROCAT-PWY	4.1.2.55
GALACTUROCAT-PWY	4.1.2.14
PWY-6507	4.1.2.55
PWY-6507	4.1.2.14
PWY-7242	4.1.2.55
PWY-7242	4.1.2.14
ENTNER-DOUDOROFF-PWY	4.1.2.55
ENTNER-DOUDOROFF-PWY	4.1.2.14
PWY-7310	4.1.2.55
PWY-7310	4.1.2.14
PWY-7649	1.1.1
PWY-5679	1.14.11.21
PWY-7154	1.3.1.70
PWY-5532	2.4.2.1
PWY0-1296	2.4.2.1
P121-PWY	2.4.2.1
PWY-6609	2.4.2.1
PWY-6611	2.4.2.1
PWY-7492	1.14.13
PWY-7812	1.14.13.232
PWY-1187	2.4.1.195
PWY-5703	6.3.4.6
PWY-1042	1.2.1.9
PWY-6887	1.13.12
PWY-7400	2.6.1.11
PWY-5710	6.2.1.3
PWY-6784	3.1.1.73
PWY-5928	1.1.1.243
PWY-7493	1.14.14
PWY-7810	1.14.19.49
PWY-1187	1.14.11.M8
PWY-7769	1.2.1
PWY-6322	1.2.1
PWY-7894	2.4.1.66
PWY-8041	4.2.1.134
PWY-8007	1.5.1.52
PWY-6919	1.14.15.11
PWY-8157	1.14.14.91
PWY1F-467	1.14.14.91
PWY-1121	1.14.14.91
PWY-5048	1.14.14.91
PWY-7894	1.14.11.2
PWY-7713	1.14.14
PWY-8092	3.7.1.q
PWY-6332	1.14.14.90
PWY18C3-18	4.2.3
PWY66-382	1.14.15.5
PWY-5174	5.3.99.8
PWY-7028	2.3.1.203
PWY-7920	2.4.1.86
PWY-721	1.13.11
PWY-6433	2.3.1.23
PWY-6455	6.3.2.35
P283-PWY	1.12.99.6
PWY-7496	1.14.12.M4
PWY-7815	2.4.1.53
PWY-7529	2.7.7
PWY-6902	3.2.1.52
PWY-8087	1.1
PWY-8151	6.2.1
PWY-6710	1.14.14.M33
TREHALOSESYN-PWY	2.4.1.36
PWY-8042	2.3.1.298
PWY-6938-1	5.1.99.6
PWY-6938	5.1.99.6
PWY-5740	1.1.1.356
PWY-6914	1.14.14.142
PWY-5670	2.5.1.103
PWY-7072	2.5.1.103
PWY-6105	2.5.1.103
PWY-6767	2.5.1.103
PWY-5875	2.5.1.103
PWY-7714	2.3.1
PWY-6032	2.3.1
PWY-7826	1.3.1
PWY-5408	4.2.1.M17
PWY-7468	2.4.1
PWY66-388	3.5.1.23
PWY-43	3.5.3.12
ARGDEG-III-PWY	3.5.3.12
PWY-5418	1.14.13.7
PWY-5874	2.4.1.17
PWY-7288	1.1.1.M19
PWY66-391	1.1.1.M19
PWY-7653	1.14.19
PWY-7919	3.2.1.113
PWY-5784	3.5.1
PWY0-461	1.1.5.13
PWY-5698	3.5.3.26
PWY-5692	3.5.3.26
PWY-5427	1.3.1.29
PWY-7593	1.14.19.45
PWY-7961	2.4.2.55
PWY-7006	1.13.11
PWY-8116	2.3.1.M91
PWY-6467	2.4.99.14
PWY0-1338	1.1.1.305
PWY-7118	3.5.1.41
PWY-6575	3.1.3
PWY-7817	2.7.8.M4
PWY-5936	2.4.2.39
PWY-6915	1.14.11
PWY-7411	2.3.1.15
PWY-7988	2.3.1
PWY-6722	6.2.1
PWY-7035	2.3.1.199
PWY-7118	6.2.1.1
PWY66-161	6.2.1.1
PWY-6672	6.2.1.1
PWY0-1313	6.2.1.1
PWY66-162	6.2.1.1
PWY66-21	6.2.1.1
PWY-6690	1.14.13.127
PWY-8120	1.1.1.298
PWY0-1471	1.1.1.298
PWY-5744	1.1.1.298
PWY-5743	1.1.1.298
PWY-5789	1.1.1.298
PWY-5270	4.2.99.24
PWY-7946	2.5.1.149
PWY18HP-2	2.5.1.149
PWY-5413	1.14.13
PWY-5353	1.14.19.47
PWY-6603	1.14.19.47
PWY-7654	1.3.8.8
PWY-8012	4.2.1.M24
PWY66-395	3.3.2
PWY-7656	2.3.1
PWY-5160	2.4.1
PWY-7234	6.3.4.18
PWY-6123	6.3.4.18
HISTSYN-PWY	4.3.2.10
PWY-7113	3.2.1.161
PWY-7599	1.1.99
PWY-5163	4.1.1.M8
PWY-7874	4.1.1.104
PWY-7871	4.1.1.104
PWY-7011	1.14.13
LEU-DEG2-PWY	1.3.8.4
PWY-5329	2.6.1.3
PWY-7535	1.14.14.125
PWY-5954	1.14.14.116
PWY-6926	6.2.1
PWY-7426	2.4.1.68
PWY-7677	2.3.1
PWY-7415	2.3.1
PWY-8157	2.3.1.dt
PWY-6942	4.3.1.30
PWY-6733	6.2.1.3
ILEUSYN-PWY	2.2.1.6
PWY-5101	2.2.1.6
PWY-5104	2.2.1.6
PWY-5103	2.2.1.6
PWY-6167	3.5.1.102
PWY-7776	4.4.1.23
PWY-6786	1.3.1
PWY-83	2.4.1.111
PWY-6493	2.5.1.34
PWY-7828	3.2.1.205
PWY-8176	3.6.1.68
PWY-5422	1.14.13
PWY-8017	4.2.1.175
PWY-7981	2.7.8
HYDROXYPRODEG-PWY	1.5.5.3
TRNA-CHARGING-PWY	6.1.1.4
PWY-7659	6.2.1
PWY-5290	1.14.19.62
PWY-7114	3.2.1.149
PWY-6583	1.1.1
PWY-7396	1.1.1
PWY-6883	1.1.1
PWY-4201	2.1.1.146
PWY-7016	2.6.1.95
PWY-6478	2.7.7.71
PWY-6831	1.14.19
PWY-6368	3.1.3.66
TYRSYN	5.4.99.5
PWY-7626	5.4.99.5
PWY-3461	5.4.99.5
PHESYN	5.4.99.5
PWY-6627	5.4.99.5
PWY-6120	5.4.99.5
PWY-3462	5.4.99.5
PWY-7282	2.4.2.14
PWY-6121	2.4.2.14
PWY-6277	2.4.2.14
PWY-6122	2.4.2.14
PWY-2002	1.14.14.87
PWY-7741	1.1.1.M11
PWY-6930	2.4.1.35
PWY-7419	2.3.1
PWYQT-4473	1.14.14.42
PWY-6342	1.2.1.3
PWY-6724	2.7.9.5
PWY-7821	5.1.3.M3
PWY-6409	3.5.1
PWY-6030	2.1.1.4
PWY-6185	3.1.1.24
PWY-5760	1.5.3.17
PWY-5760	1.5.3.16
PWY-6441	1.5.3.17
PWY-6441	1.5.3.16
PWY-6117	1.5.3.17
PWY-6117	1.5.3.16
PWY-5035	1.14.11
PWY-7298	2.1.1
PWY-7138	3.1.1.105
PWY-5733	4.2.3.71
PWY-5140	6.2.1.2
PWY66-221	1.14.19
PWY66-201	1.14.19
PWY0-1305	4.1.1.15
GLUDEG-I-PWY	4.1.1.15
PWY-4321	4.1.1.15
PWY-7661	2.4.1
PWY-5707	3.4.11.7
PWY18C3-3	1.14.11
PWY18C3-2	1.14.11
PWY-7885	2.4.1.346
PWY-6105	1.3.1.96
PWY-6453	3.1.3.4
PWY-4421	2.4.1
PWY-7018	3.1.3
PWY-6822	3.2.1.157
PWY-6223	1.13.11.4
PWY-7469	1.13.11.4
PWY-6640	1.13.11.4
PWY-7036	1.1.1.330
PWY-6491	4.2.1.146
PWY-8121	1.1.3.4
PWY-7367	3.1.4.2
PWY18C3-1	1.3.1.72
PWY-7520	2.5.1
PWY-6370	1.6.5
PWY-2261	1.6.5
PWY-1741	2.4.2.34
PWY-6948	5.3.3.1
PWY-7421	1.14.15.33
PWY-6059	1.14.14.34
PWY-8040	2.1.1.M52
PWY-5789	1.1.1.co
PWY-7854	1.1.1.co
PWY-4321	1.1.1.co
FAO-PWY	1.3.8
PWY-6190	5.5.1.7
PWY-5774	2.4.1
PWY-6397	5.1.3.2
PWY-7344	5.1.3.2
PWY-6317	5.1.3.2
COLANSYN-PWY	5.1.3.2
PWY-7328	5.1.3.2
PWY-3821	5.1.3.2
PWY-6527	5.1.3.2
PWY-5642	1.2.1.27
PWY-7304	1.1.1
PWY0-1466	5.1.3.3
PWY-5425	4.2.3.80
PWY-6640	1.14.13.209
PWY-8138	2.7.4.1
PWY-7734	1.1.1
PWY6666-2	2.1.1.6
CODH-PWY	1.5.1.20
PWY-2201	1.5.1.20
1CMET2-PWY	1.5.1.20
PWY-3841	1.5.1.20
PWY-7665	6.3.2
PWY-6809	5.2.1
PWY-695	5.2.1
PWY18C3-16	2.3.1
PWY18C3-10	2.3.1
PWY-4502	2.5.1
PWY-2221	4.2.1.140
PWY-2221	4.2.1.39
NPGLUCAT-PWY	4.2.1.140
NPGLUCAT-PWY	4.2.1.39
PWY-7606	4.2.1.17
PWY-6443	4.2.1
P281-PWY	4.2.1
PWY-6458	4.2.1
PWY-6446	4.2.1
PWY-5315	2.1.1.53
CRNFORCAT-PWY	3.5.3.3
PWY-2321	2.1.1.212
PWY-5979	2.2.1
PWY-7838	2.4.1.228
PWY-6944	4.2.1.132
PWYQT-4474	2.4.1.195
PWY-5956	1.14.14
PWY-6363	3.1.3.25
PWY-7674	1.1.3.48
PWY18C3-1	1.1.1.270
PWY-5288	1.14.99.64
PWY-5035	1.14.11.12
PWY-7982	1.2.1.67
PWY-7098	1.2.1.67
PWY-7097	1.2.1.67
PWY-7145	2.4.1
PWY-6511	2.6.1
PWY-5024	2.6.1
PWY-7242	1.1.1.57
PWY-7930	1.3.8.14
PWY-7894	2.4.1.50
PWY-7737	2.7.7
PWY-6130	4.2.1.30
PWY-7385	4.2.1.30
REDCITCYC	1.1.5.4
PWY-7534	1.8.1
P163-PWY	5.4.3.2
PWY18C3-3	1.14.19
PWY18C3-2	1.14.19
PWY-7130	1.1.1
PWY-6789	3.2.1.32
PWY-4681	1.3.1.51
PWY-7334	4.2.1.135
PWY-7333	4.2.1.135
PWY-7028	4.2.1.135
PWY-7842	4.2.1.135
PWY-7467	4.2.1.135
PWY-7037	2.4.1
PWY-7926	3.13.1.7
PWY-743	3.13.1.7
PWY-5336	3.13.1.7
PWY-1164	3.13.1.7
SUCROSEUTIL2-PWY	1.1.99.13
PWY-6433	2.3.1.23
PWY-7027	4.1.1.114
CYCLOHEXANOL-OXIDATION-PWY	1.1.1.245
PWY-7529	2.5.1
PWY-6944	2.3.1.16
PWY-8181	1.3.8.5
PWY-7826	2.1.1
PWY-8051	2.3.1.M82
PWY-40	3.5.3.11
PWY0-823	3.5.3.11
PWY-8051	3.1.1.4
PWY-5784	2.4.1
PWY-5532	2.4.2.2
PWY-5532	2.4.2.3
PWY0-1295	2.4.2.2
PWY0-1295	2.4.2.3
PWY-5698	3.5.3.9
PWY-2503	1.3.1.25
PWY-5532	2.4.2.57
PWY-8116	1.21.99.M6
PWY-6575	3.6.1.68
PWY-5834	5.1.3.10
PWY-8188	2.8.3.1
PWY-5109	2.8.3.1
PWY-5494	2.8.3.1
PWY-7769	3.1.1
PWY-7988	6.3.2
PWYQT-4450	2.3.3.17
PWY-7117	1.1.1.82
PWY-241	1.1.1.82
PWY-5270	1.14.19.54
PWY18HP-2	2.4.1.M35
PWY-6824	1.23.1.1
PWY-5466	1.23.1.1
PWY-6963	1.4.1.14
GLUGLNSYN-PWY	1.4.1.14
PWY-7198	3.5.4.30
TRNA-CHARGING-PWY	6.1.1.16
PWY-7282	2.7.4.7
PWY-6890	2.7.4.7
PWY-7356	2.7.4.7
PWY-6910	2.7.4.7
PWY-7357	2.7.4.7
PWY-5972	3.1.2.2
PWY3O-355	3.1.2.2
PWY-6733	3.1.2.2
PWY-5337	2.4.1.67
PWY-6942	2.6.1.106
PWY-8179	6.2.1
PWYQT-4450	2.6.1
PWY-6373	2.3.1
PWY-6724	3.2.1.68
PWY-8052	3.1.4.11
PWY-7351	1.5.1.17
PWY-5288	1.14.99.63
PWY-5797	2.4.1
PWY-7307	5.3.3.8
PWY-5036	1.14.11
PWY-5443	2.7.1.177
PWY-6047	1.8.3.4
PWY-6831	1.14.13
PWY-7936	2.7.1.222
PWY-7159	1.3.3.4
CHLOROPHYLL-SYN	1.3.3.4
HEME-BIOSYNTHESIS-II	1.3.3.4
PWY-622	2.4.1.21
GLYCOGENSYNTH-PWY	2.4.1.21
PWYQT-4472	1.14.14.42
PWY-6401	1.11.2
PWY-7671	2.1.1.M6
PWY-7881	3.1.3
PWY-5313	2.3.1.172
PWY-5284	2.3.1.172
PWY-7138	2.1.1.352
PWY-7680	4.2.3.131
PWY-7255	6.3.2.2
PWY-6840	6.3.2.2
GLUTATHIONESYN-PWY	6.3.2.2
PWY-7542	6.3.2
PWY-7612	1.14.14
PWY-2761	1.3.1.51
PWY-6332	1.3.1.51
PWY-401	2.4.1.184
PWY-7036	2.3.1.199
PWY-6914	2.5.1.70
PWY-2601	1.1.1
PWY-6948	1.1.1.145
PWY-6873	1.1.5.5
PWY-8056	1.13.11.34
PWY-5818	5.1.3.33
PWY-2722	2.4.1.64
PWY-7321	1.14.14
P201-PWY	4.99.1
PWY-81	1.3.8.3
PWY-7782	2.7.8.1
PWY-7371	3.2.2.30
PWYQT-4473	2.4.1.195
PWY-7338	5.3.3.8
PWY-7337	5.3.3.8
PWY-5288	1.14.99.64
PWY-8118	6.2.2.2
PWY-5035	1.14.11
